REF + MAQ;Item;Desc. item;Tipo inventario;AREA;Preforma;Ciclo;Maquina;Cavidades;BOT/HORA;UNIDAD DE EMPAQUE;;Centro de trabajo;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ZUMO JF 1000CC TR 31 G R1881 SEMI 45        ;4085;BOT ZUMO JF 1000CC TR 31 G R1881;IN300501  ;SOPLADO;;9,00;SEMI 45        ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ZUMO JF 1000CC TR 31 G R1881 SEMI 51        ;4085;BOT ZUMO JF 1000CC TR 31 G R1881;IN300501  ;SOPLADO;;9,00;SEMI 51        ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ZUMO JF 1000CC TR 31 G R1881 MEGA 1         ;4085;BOT ZUMO JF 1000CC TR 31 G R1881;IN300501  ;SOPLADO;;9,00;MEGA 1         ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ZUMO JF 1000CC TR 31 G R1881 SEMI 42        ;4085;BOT ZUMO JF 1000CC TR 31 G R1881;IN300501  ;SOPLADO;;9,00;SEMI 42        ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT VINAGRETA 375CC TR18,5 RC1881 SEMI 45        ;3278;BOT VINAGRETA 375CC TR18,5 RC1881;IN300501  ;SOPLADO;;9,00;SEMI 45        ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT VINAGRETA 375CC TR18,5 RC1881 SEMI 23        ;3278;BOT VINAGRETA 375CC TR18,5 RC1881;IN300501  ;SOPLADO;;9,00;SEMI 23        ;2;800;;;SEMI 30        ;;;;;;;;;;;;;;;;;;;;;;;;;
BOT VINAGRETA 375CC TR18,5 RC1881 SEMI 32        ;3278;BOT VINAGRETA 375CC TR18,5 RC1881;IN300501  ;SOPLADO;;9,00;SEMI 32        ;2;800;;;SEMI 32        ;;;;;;;;;;;;;;;;;;;;;;;;;
BOT VINAGRETA 375CC TR18,5 RC1881 SEMI 42        ;3278;BOT VINAGRETA 375CC TR18,5 RC1881;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT VINAGRETA 375CC TR 25 G R28 BOLSA SEMI 45        ;3852;BOT VINAGRETA 375CC TR 25 G R28 BOLSA;IN300501  ;SOPLADO;;9,00;SEMI 45        ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT VINAGRETA 375CC TR 25 G R28 BOLSA SEMI 23        ;3852;BOT VINAGRETA 375CC TR 25 G R28 BOLSA;IN300501  ;SOPLADO;;9,00;SEMI 23        ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT VINAGRETA 375CC TR 25 G R28 BOLSA SEMI 32        ;3852;BOT VINAGRETA 375CC TR 25 G R28 BOLSA;IN300501  ;SOPLADO;;9,00;SEMI 32        ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT VINAGRETA 375CC TR 25 G R28 BOLSA SEMI 42        ;3852;BOT VINAGRETA 375CC TR 25 G R28 BOLSA;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT VINAGRETA 375CC TR 25 G R28 BOLSA MEGA 1         ;3852;BOT VINAGRETA 375CC TR 25 G R28 BOLSA;IN300501  ;SOPLADO;;8,00;MEGA 1         ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT VINAGRETA 375CC TR 25 G R28 SEMI 45        ;3704;BOT VINAGRETA 375CC TR 25 G R28;IN300501  ;SOPLADO;;9,00;SEMI 45        ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT VINAGRETA 375CC TR 25 G R28 SEMI 23        ;3704;BOT VINAGRETA 375CC TR 25 G R28;IN300501  ;SOPLADO;;9,00;SEMI 23        ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT VINAGRETA 375CC TR 25 G R28 SEMI 32        ;3704;BOT VINAGRETA 375CC TR 25 G R28;IN300501  ;SOPLADO;;9,00;SEMI 32        ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT VINAGRETA 375CC TR 25 G R28 SEMI 42        ;3704;BOT VINAGRETA 375CC TR 25 G R28;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT VINAGRE 32 ONZAS TR 23.5 G R26,7 ;2982;BOT VINAGRE 32 ONZAS TR 23.5 G R26,7;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT VINAGRE 1000CC TR 28 G R1881 COMP SEMI 42        ;4173;BOT VINAGRE 1000CC TR 28 G R1881 COMP;IN300501  ;SOPLADO;;10,00;SEMI 42        ;2;720;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT VINAGRE 1000CC TR 28 G R1881 COMP SEMI 32        ;4173;BOT VINAGRE 1000CC TR 28 G R1881 COMP;IN300501  ;SOPLADO;;10,00;SEMI 32        ;2;720;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT VINAGRE 1000CC TR 28 G R1881 COMP SEMI 23        ;4173;BOT VINAGRE 1000CC TR 28 G R1881 COMP;IN300501  ;SOPLADO;;10,00;SEMI 23        ;2;720;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT VINAGRE 1000CC TR 28 G R1881 COMP SEMI 45        ;4173;BOT VINAGRE 1000CC TR 28 G R1881 COMP;IN300501  ;SOPLADO;;10,00;SEMI 45        ;2;720;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT TROPICAL 250CC TR 10 G RC26,7 ;984;BOT TROPICAL 250CC TR 10 G RC26,7;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SODA O/C 400CC TR 21 G R1881 ;2533;BOT SODA O/C 400CC TR 21 G R1881;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALUS 600CC TR 19.5  G R26.7 ;3255;BOT SALUS 600CC TR 19.5  G R26.7;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALUS 350CC TR 14.5 G RC26.7 ;3256;BOT SALUS 350CC TR 14.5 G RC26.7;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 4000C TR 137 G R94 SEMI 47        ;2851;BOT SALSA 4000C TR 137 G R94;IN300501  ;SOPLADO;;10,29;SEMI 47        ;1;350;300;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 270CC TR 16,5 G R1881 SEMI 45        ;1004;BOT SALSA 270CC TR 16,5 G R1881;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 270CC TR 16,5 G R1881 SEMI 23        ;1004;BOT SALSA 270CC TR 16,5 G R1881;IN300501  ;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 270CC TR 16,5 G R1881 SEMI 32        ;1004;BOT SALSA 270CC TR 16,5 G R1881;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 270CC TR 16,5 G R1881 SEMI 42        ;1004;BOT SALSA 270CC TR 16,5 G R1881;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 185CC TR 20.6 G R24 SEMI 32        ;3705;BOT SALSA 185CC TR 20.6 G R24;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 185CC TR 20.6 G R24 SEMI 23        ;3705;BOT SALSA 185CC TR 20.6 G R24;IN300501  ;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 185CC TR 20.6 G R24 SEMI 45        ;3705;BOT SALSA 185CC TR 20.6 G R24;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 185CC TR 20.6 G R24 SEMI 42        ;3705;BOT SALSA 185CC TR 20.6 G R24;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 185CC TR 15 G R24 QUINKO 4       ;2576;BOT SALSA 185CC TR 15 G R24;IN300501  ;SOPLADO;;5,00;QUINKO 4       ;2;1440;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 185CC TR 13,5 G R24. AOLI 1         ;4905;BOT SALSA 185CC TR 13,5 G R24.;IN300501  ;SOPLADO;;5,40;AOLI 1         ;3;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 185CC TR 13,5 G R24 AOLI 1         ;4905;BOT SALSA 185CC TR 13,5 G R24;IN300501  ;SOPLADO;;4,91;AOLI 1         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 185CC TR 15 G R24 AOLI 1         ;2576;BOT SALSA 185CC TR 15 G R24;IN300501  ;SOPLADO;;4,91;AOLI 1         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 185CC TR 15 G R24 AOLI 2         ;2576;BOT SALSA 185CC TR 15 G R24;IN300501  ;SOPLADO;;4,91;AOLI 2         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 185CC TR 15 G R24 AOLI 4         ;2576;BOT SALSA 185CC TR 15 G R24;IN300501  ;SOPLADO;;4,91;AOLI 4         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 185CC TR 15 G R24 QUINKO LEOPARD ;2576;BOT SALSA 185CC TR 15 G R24;IN300501  ;SOPLADO;;2,40;QUINKO LEOPARD ;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 185CC TR 15 G R24 QUINK LEOPARD 3;2576;BOT SALSA 185CC TR 15 G R24;IN300501  ;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 185CC TR 15 G R24 QUINK LEOPARD 4;2576;BOT SALSA 185CC TR 15 G R24;IN300501  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 185CC TR 15 G R24 SEMI 45        ;2576;BOT SALSA 185CC TR 15 G R24;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 185CC TR 15 G R24 SEMI 23        ;2576;BOT SALSA 185CC TR 15 G R24;IN300501  ;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 185CC TR 15 G R24 SEMI 32        ;2576;BOT SALSA 185CC TR 15 G R24;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 185CC TR 15 G R24 SEMI 42        ;2576;BOT SALSA 185CC TR 15 G R24;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 185CC TR 15 G R24 ;4900;BOT SALSA 185CC TR 15 G R24;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 185CC TR 13,5 G R24 ;4905;BOT SALSA 185CC TR 13,5 G R24;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 185CC TR 13,5 G R24 AOLI 2         ;4905;BOT SALSA 185CC TR 13,5 G R24;IN300501  ;SOPLADO;;4,91;AOLI 2         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 185CC TR 13,5 G R24 QUINKO 4       ;4905;BOT SALSA 185CC TR 13,5 G R24;IN300501  ;SOPLADO;;3,60;QUINKO 4       ;2;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 185CC TR 13,5 G R24_ SEMI 45        ;4905;BOT SALSA 185CC TR 13,5 G R24_;IN300501  ;SOPLADO;;9,00;SEMI 45        ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 185CC TR 13,5 G R24 SEMI 45        ;4905;BOT SALSA 185CC TR 13,5 G R24;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 185CC TR 13,5 G R24_ SEMI 32        ;4905;BOT SALSA 185CC TR 13,5 G R24_;IN300501  ;SOPLADO;;9,00;SEMI 32        ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 185CC TR 13,5 G R24 SEMI 32        ;4905;BOT SALSA 185CC TR 13,5 G R24;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 185 TR 15 G R24 ;4897;BOT SALSA 185 TR 15 G R24;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 170CC TR 18 G R28 SEMI 45        ;1003;BOT SALSA 170CC TR 18 G R28;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 170CC TR 18 G R28 SEMI 23        ;1003;BOT SALSA 170CC TR 18 G R28;IN300501  ;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 170CC TR 18 G R28 SEMI 32        ;1003;BOT SALSA 170CC TR 18 G R28;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 170CC TR 18 G R28 SEMI 42        ;1003;BOT SALSA 170CC TR 18 G R28;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 170CC TR 15,2 G R24 SEMI 45        ;1002;BOT SALSA 170CC TR 15,2 G R24;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 170CC TR 15,2 G R24 SEMI 23        ;1002;BOT SALSA 170CC TR 15,2 G R24;IN300501  ;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 170CC TR 15,2 G R24 SEMI 32        ;1002;BOT SALSA 170CC TR 15,2 G R24;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 170CC TR 15,2 G R24 SEMI 42        ;1002;BOT SALSA 170CC TR 15,2 G R24;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 170CC TR 10 G RC26,7 SEMI 45        ;1001;BOT SALSA 170CC TR 10 G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 170CC TR 10 G RC26,7 SEMI 23        ;1001;BOT SALSA 170CC TR 10 G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 170CC TR 10 G RC26,7 SEMI 32        ;1001;BOT SALSA 170CC TR 10 G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 170CC TR 10 G RC26,7 SEMI 42        ;1001;BOT SALSA 170CC TR 10 G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 165CC TR 15,2 G R24 SEMI 42        ;3706;BOT SALSA 165CC TR 15,2 G R24;IN300501  ;SOPLADO;;9,00;SEMI 42        ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 165CC TR 15,2 G R24 SEMI 45        ;3706;BOT SALSA 165CC TR 15,2 G R24;IN300501  ;SOPLADO;;9,00;SEMI 45        ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 165CC TR 15,2 G R24 SEMI 23        ;3706;BOT SALSA 165CC TR 15,2 G R24;IN300501  ;SOPLADO;;9,00;SEMI 23        ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 165CC TR 15,2 G R24 SEMI 32        ;3706;BOT SALSA 165CC TR 15,2 G R24;IN300501  ;SOPLADO;;9,00;SEMI 32        ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 160CC TR 9,6 G R18 SEMI 45        ;1000;BOT SALSA 160CC TR 9,6 G R18;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 160CC TR 9,6 G R18 SEMI 23        ;1000;BOT SALSA 160CC TR 9,6 G R18;IN300501  ;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 160CC TR 9,6 G R18 SEMI 32        ;1000;BOT SALSA 160CC TR 9,6 G R18;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 160CC TR 9,6 G R18 SEMI 42        ;1000;BOT SALSA 160CC TR 9,6 G R18;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 160CC TR 11.5 G R26.7 ;3078;BOT SALSA 160CC TR 11.5 G R26.7;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 160CC TR 10G RC26,7 SEMI 45        ;2125;BOT SALSA 160CC TR 10G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 160CC TR 10G RC26,7 SEMI 23        ;2125;BOT SALSA 160CC TR 10G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 160CC TR 10G RC26,7 SEMI 32        ;2125;BOT SALSA 160CC TR 10G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 160CC TR 10G RC26,7 SEMI 42        ;2125;BOT SALSA 160CC TR 10G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 1000CC TR 52G R63 ;2858;BOT SALSA 1000CC TR 52G R63;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT SALSA 1000CC TR 48G R63 SEMI 47        ;3272;BOT SALSA 1000CC TR 48G R63;IN300501  ;SOPLADO;;12,00;SEMI 47        ;1;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT RSMITH 250CC TR 19 G R33 ;2090;BOT RSMITH 250CC TR 19 G R33;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT PILFER 500CC TR 13 G PILF ;999;BOT PILFER 500CC TR 13 G PILF;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT PILFER 250CC TR 11 G PILF ;1172;BOT PILFER 250CC TR 11 G PILF;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT PILFER 250CC TR 10 G PILF ;998;BOT PILFER 250CC TR 10 G PILF;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT PEAD CLORO 2000CC BLANCA 63GR BOLSA TONGDA POLIET  ;3153;BOT PEAD CLORO 2000CC BLANCA 63GR BOLSA;IN300701  ;SOPLADO;;10,29;TONGDA POLIET  ;6;2100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT PEAD CLORO 2000CC BLANCA 63GR BOLSA TONGDA POLIET 2;3153;BOT PEAD CLORO 2000CC BLANCA 63GR BOLSA;IN300701  ;SOPLADO;;10,29;TONGDA POLIET 2;6;2100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT PEAD CLORO 2000CC BLANCA 63GR BOLSA TONGDA POLIET  ;3783;BOT PEAD CLORO 2000CC BLANCA 63GR BOLSA;IN300701  ;SOPLADO;;10,29;TONGDA POLIET  ;6;2100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT PEAD CLORO 2000CC BLANCA 63GR BOLSA TONGDA POLIET 2;3783;BOT PEAD CLORO 2000CC BLANCA 63GR BOLSA;IN300701  ;SOPLADO;;10,29;TONGDA POLIET 2;6;2100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT PEAD CLORO 2000CC B/CA 60GR R27MM TONGDA POLIET  ;2235;BOT PEAD CLORO 2000CC B/CA 60GR R27MM;IN300701  ;SOPLADO;;10,29;TONGDA POLIET  ;6;2100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT PEAD CLORO 2000CC B/CA 60GR R27MM TONGDA POLIET 2;2235;BOT PEAD CLORO 2000CC B/CA 60GR R27MM;IN300701  ;SOPLADO;;10,29;TONGDA POLIET 2;6;2100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT PEAD CLORO 1000CC BLANCA 37GR TONGDA POLIET  ;3251;BOT PEAD CLORO 1000CC BLANCA 37GR;IN300701  ;SOPLADO;;10,29;TONGDA POLIET  ;6;2100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT PEAD CLORO 1000CC BLANCA 37GR TONGDA POLIET 2;3251;BOT PEAD CLORO 1000CC BLANCA 37GR;IN300701  ;SOPLADO;;10,29;TONGDA POLIET 2;6;2100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT PASTILLERO 300CC TR 34 G R45 SEMI 45;2161;BOT PASTILLERO 300CC TR 34 G R45;IN300501  ;SOPLADO;;13,09;SEMI 45;2;550;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT PASTILLERO 300CC TR 34 G R45 QUINKO 4       ;2161;BOT PASTILLERO 300CC TR 34 G R45;IN300501  ;SOPLADO;;4,80;QUINKO 4       ;2;1500;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT PASTILLERO 300CC BL 34 G R45 ;3573;BOT PASTILLERO 300CC BL 34 G R45;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT PASTILLERO 250CC TR 34 G R45 SEMI 45        ;3687;BOT PASTILLERO 250CC TR 34 G R45;IN300501  ;SOPLADO;;13,09;SEMI 45        ;2;550;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT PASTILLERO 250CC TR 34 G R45 QUINKO 4       ;3687;BOT PASTILLERO 250CC TR 34 G R45;IN300501  ;SOPLADO;;5,00;QUINKO 4       ;2;1440;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT PASTILLERO 250CC TR 34 G R45 QUINKO 4       ;3687;BOT PASTILLERO 250CC TR 34 G R45;IN300501  ;SOPLADO;;5,00;QUINKO 4       ;2;1440;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT PASTILLERO 250CC TR 27 G R45 SEMI 45        ;2168;BOT PASTILLERO 250CC TR 27 G R45;IN300501  ;SOPLADO;;13,09;SEMI 45        ;2;550;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT PASTILLERO 250CC TR 27 G R45 QUINKO 4       ;2168;BOT PASTILLERO 250CC TR 27 G R45;IN300501  ;SOPLADO;;5,00;QUINKO 4       ;2;1440;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT PASTILLERO 250CC PCR-UV TR 26 G R45 ;3502;BOT PASTILLERO 250CC PCR-UV TR 26 G R45;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT PASTILLERO 250CC BL 26 G R45 ;3574;BOT PASTILLERO 250CC BL 26 G R45;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT PANCHITA DISTRITEC 375CC TR 25 G R28 SEMI 45        ;966;BOT PANCHITA DISTRITEC 375CC TR 25 G R28;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT PANCHITA DISTRITEC 375CC TR 25 G R28 SEMI 23        ;966;BOT PANCHITA DISTRITEC 375CC TR 25 G R28;IN300501  ;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT PANCHITA DISTRITEC 375CC TR 25 G R28 SEMI 32        ;966;BOT PANCHITA DISTRITEC 375CC TR 25 G R28;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT PANCHITA DISTRITEC 375CC TR 25 G R28 SEMI 45        ;966;BOT PANCHITA DISTRITEC 375CC TR 25 G R28;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT PANCHITA DISTRITEC 375CC TR 25 G R28 SEMI 23        ;966;BOT PANCHITA DISTRITEC 375CC TR 25 G R28;IN300501  ;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT PANCHITA DISTRITEC 375CC TR 25 G R28 SEMI 32        ;966;BOT PANCHITA DISTRITEC 375CC TR 25 G R28;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT PANCHITA DISTRITEC 375CC TR 25 G R28 SEMI 42        ;966;BOT PANCHITA DISTRITEC 375CC TR 25 G R28;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT PANCHITA DISTRITEC 375CC TR 25 G R28 SEMI 42        ;966;BOT PANCHITA DISTRITEC 375CC TR 25 G R28;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT OSMER 60CC TR 9,6G R20 ;962;BOT OSMER 60CC TR 9,6G R20;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT OSMER 40CC TR 9,6G R20 ;961;BOT OSMER 40CC TR 9,6G R20;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT OSMER 120CC TR 9,6G R20 ;963;BOT OSMER 120CC TR 9,6G R20;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ORGANIC 1000CC TR 28 G R1881 ;2820;BOT ORGANIC 1000CC TR 28 G R1881;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 600CC TR 18 G R1881 COMPRADA ;3136;BOT ONE 600CC TR 18 G R1881 COMPRADA;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
